cve_id,published_date,cvss_score,severity,os_id
CVE-2025-0057,2025-01-14 01:15:15.883,4.8,MEDIUM,2
CVE-2025-0058,2025-01-14 01:15:16.040,6.5,MEDIUM,2
CVE-2025-0059,2025-01-14 01:15:16.190,6.0,MEDIUM,2
CVE-2025-0060,2025-01-14 01:15:16.350,6.5,MEDIUM,2
CVE-2025-0061,2025-01-14 01:15:16.500,8.7,HIGH,2
CVE-2025-0063,2025-01-14 01:15:16.633,8.8,HIGH,2
CVE-2025-0066,2025-01-14 01:15:16.783,9.9,CRITICAL,2
CVE-2025-0067,2025-01-14 01:15:16.950,6.3,MEDIUM,2
CVE-2025-0068,2025-01-14 01:15:17.107,4.3,MEDIUM,2
CVE-2025-0069,2025-01-14 01:15:17.257,7.8,HIGH,2
CVE-2025-0070,2025-01-14 01:15:17.427,9.9,CRITICAL,2
CVE-2025-23030,2025-01-14 01:15:17.690,6.1,MEDIUM,2
CVE-2025-23031,2025-01-14 01:15:17.833,5.4,MEDIUM,2
CVE-2025-23032,2025-01-14 01:15:17.980,5.4,MEDIUM,2
CVE-2025-23033,2025-01-14 01:15:18.127,5.4,MEDIUM,2
CVE-2025-23034,2025-01-14 01:15:18.273,6.1,MEDIUM,2
CVE-2025-23035,2025-01-14 01:15:18.413,5.4,MEDIUM,2
CVE-2025-23036,2025-01-14 01:15:18.563,5.4,MEDIUM,2
CVE-2025-23037,2025-01-14 01:15:18.717,5.4,MEDIUM,2
CVE-2025-23038,2025-01-14 01:15:18.867,5.4,MEDIUM,2
CVE-2025-0393,2025-01-14 09:15:21.263,6.1,MEDIUM,2
CVE-2025-0394,2025-01-14 09:15:21.430,8.8,HIGH,2
CVE-2025-20016,2025-01-14 10:15:07.500,7.2,HIGH,2
CVE-2025-20055,2025-01-14 10:15:07.710,9.8,CRITICAL,2
CVE-2025-20620,2025-01-14 10:15:07.860,7.5,HIGH,2
CVE-2025-0458,2025-01-14 16:15:34.397,4.3,MEDIUM,2
CVE-2025-0459,2025-01-14 16:15:34.617,5.3,MEDIUM,2
CVE-2025-0460,2025-01-14 16:15:34.800,7.3,HIGH,2
CVE-2025-0461,2025-01-14 16:15:34.997,4.3,MEDIUM,2
CVE-2025-22983,2025-01-14 16:15:35.603,7.5,HIGH,2
CVE-2025-22984,2025-01-14 16:15:35.710,7.5,HIGH,2
CVE-2025-0462,2025-01-14 17:15:21.040,6.3,MEDIUM,2
CVE-2025-0463,2025-01-14 17:15:21.210,6.3,MEDIUM,2
CVE-2025-0464,2025-01-14 17:15:21.387,2.4,LOW,2
CVE-2025-23080,2025-01-14 17:15:21.620,5.3,MEDIUM,2
CVE-2025-23081,2025-01-14 17:15:21.750,6.1,MEDIUM,2
CVE-2025-0465,2025-01-14 18:15:29.883,7.3,HIGH,2
CVE-2025-21171,2025-01-14 18:15:30.100,7.5,HIGH,5
CVE-2025-21172,2025-01-14 18:15:30.300,7.5,HIGH,5
CVE-2025-21173,2025-01-14 18:15:30.480,7.3,HIGH,4
CVE-2025-21176,2025-01-14 18:15:30.650,8.8,HIGH,5
CVE-2025-21178,2025-01-14 18:15:30.847,8.8,HIGH,2
CVE-2025-21186,2025-01-14 18:15:31.020,7.8,HIGH,2
CVE-2025-21187,2025-01-14 18:15:31.187,7.8,HIGH,2
CVE-2025-21189,2025-01-14 18:15:31.377,4.3,MEDIUM,5
CVE-2025-21193,2025-01-14 18:15:31.637,6.5,MEDIUM,5
CVE-2025-21202,2025-01-14 18:15:31.827,6.1,MEDIUM,5
CVE-2025-21207,2025-01-14 18:15:32.027,7.5,HIGH,5
CVE-2025-21210,2025-01-14 18:15:32.207,4.2,MEDIUM,5
CVE-2025-21211,2025-01-14 18:15:32.410,6.8,MEDIUM,5
CVE-2025-21213,2025-01-14 18:15:32.600,4.6,MEDIUM,5
CVE-2025-21214,2025-01-14 18:15:32.777,4.2,MEDIUM,5
CVE-2025-21215,2025-01-14 18:15:32.973,4.6,MEDIUM,5
CVE-2025-21217,2025-01-14 18:15:33.193,6.5,MEDIUM,5
CVE-2025-21218,2025-01-14 18:15:33.370,7.5,HIGH,5
CVE-2025-21219,2025-01-14 18:15:33.547,4.3,MEDIUM,5
CVE-2025-21220,2025-01-14 18:15:33.750,7.5,HIGH,5
CVE-2025-21223,2025-01-14 18:15:33.947,8.8,HIGH,5
CVE-2025-21224,2025-01-14 18:15:34.150,8.1,HIGH,5
CVE-2025-21225,2025-01-14 18:15:34.367,5.9,MEDIUM,5
CVE-2025-21226,2025-01-14 18:15:34.560,6.6,MEDIUM,5
CVE-2025-21227,2025-01-14 18:15:34.753,6.6,MEDIUM,5
CVE-2025-21228,2025-01-14 18:15:34.950,6.6,MEDIUM,5
CVE-2025-21229,2025-01-14 18:15:35.153,6.6,MEDIUM,5
CVE-2025-21230,2025-01-14 18:15:35.333,7.5,HIGH,5
CVE-2025-21231,2025-01-14 18:15:35.513,7.5,HIGH,5
CVE-2025-21232,2025-01-14 18:15:35.690,6.6,MEDIUM,5
CVE-2025-21233,2025-01-14 18:15:35.870,8.8,HIGH,5
CVE-2025-21234,2025-01-14 18:15:36.080,7.8,HIGH,5
CVE-2025-21235,2025-01-14 18:15:36.320,7.8,HIGH,5
CVE-2025-21236,2025-01-14 18:15:36.667,8.8,HIGH,5
CVE-2025-21237,2025-01-14 18:15:36.983,8.8,HIGH,5
CVE-2025-21238,2025-01-14 18:15:37.407,8.8,HIGH,5
CVE-2025-21239,2025-01-14 18:15:38.010,8.8,HIGH,5
CVE-2025-21240,2025-01-14 18:15:38.770,8.8,HIGH,5
CVE-2025-21241,2025-01-14 18:15:39.490,8.8,HIGH,5
CVE-2025-21242,2025-01-14 18:15:39.867,5.9,MEDIUM,5
CVE-2025-21243,2025-01-14 18:15:40.180,8.8,HIGH,5
CVE-2025-21244,2025-01-14 18:15:40.487,8.8,HIGH,5
CVE-2025-21245,2025-01-14 18:15:41.100,8.8,HIGH,5
CVE-2025-21246,2025-01-14 18:15:41.790,8.8,HIGH,5
CVE-2025-21248,2025-01-14 18:15:42.107,8.8,HIGH,5
CVE-2025-21249,2025-01-14 18:15:42.360,6.6,MEDIUM,5
CVE-2025-21250,2025-01-14 18:15:42.593,8.8,HIGH,5
CVE-2025-21251,2025-01-14 18:15:42.867,7.5,HIGH,5
CVE-2025-21252,2025-01-14 18:15:43.180,8.8,HIGH,5
CVE-2025-21255,2025-01-14 18:15:43.437,6.6,MEDIUM,5
CVE-2025-21256,2025-01-14 18:15:43.730,6.6,MEDIUM,5
CVE-2025-21257,2025-01-14 18:15:43.990,5.5,MEDIUM,5
CVE-2025-21258,2025-01-14 18:15:44.660,6.6,MEDIUM,5
CVE-2025-21260,2025-01-14 18:15:44.927,6.6,MEDIUM,5
CVE-2025-21261,2025-01-14 18:15:45.137,6.6,MEDIUM,5
CVE-2025-21263,2025-01-14 18:15:45.337,6.6,MEDIUM,5
CVE-2025-21265,2025-01-14 18:15:45.583,6.6,MEDIUM,5
CVE-2025-21266,2025-01-14 18:15:45.797,8.8,HIGH,5
CVE-2025-21268,2025-01-14 18:15:46.023,4.3,MEDIUM,5
CVE-2025-21269,2025-01-14 18:15:46.290,4.3,MEDIUM,5
CVE-2025-21270,2025-01-14 18:15:46.503,7.5,HIGH,5
CVE-2025-21271,2025-01-14 18:15:46.747,7.8,HIGH,5
CVE-2025-21272,2025-01-14 18:15:46.987,6.5,MEDIUM,5
CVE-2025-21273,2025-01-14 18:15:47.240,8.8,HIGH,5
CVE-2025-21274,2025-01-14 18:15:47.487,5.5,MEDIUM,5
CVE-2025-21275,2025-01-14 18:15:47.723,7.8,HIGH,5
CVE-2025-21276,2025-01-14 18:15:48.013,7.5,HIGH,5
CVE-2025-21277,2025-01-14 18:15:48.260,7.5,HIGH,5
CVE-2025-21278,2025-01-14 18:15:48.480,6.2,MEDIUM,5
CVE-2025-21280,2025-01-14 18:15:48.690,5.5,MEDIUM,5
CVE-2025-21281,2025-01-14 18:15:48.897,7.8,HIGH,5
CVE-2025-21282,2025-01-14 18:15:49.110,8.8,HIGH,5
CVE-2025-21284,2025-01-14 18:15:49.317,5.5,MEDIUM,5
CVE-2025-21285,2025-01-14 18:15:49.530,7.5,HIGH,5
CVE-2025-21286,2025-01-14 18:15:49.760,8.8,HIGH,5
CVE-2025-21287,2025-01-14 18:15:49.947,7.8,HIGH,5
CVE-2025-21288,2025-01-14 18:15:50.173,6.5,MEDIUM,5
CVE-2025-21289,2025-01-14 18:15:50.363,7.5,HIGH,5
CVE-2025-21290,2025-01-14 18:15:50.587,7.5,HIGH,5
CVE-2025-21291,2025-01-14 18:15:50.767,8.8,HIGH,5
CVE-2025-21292,2025-01-14 18:15:50.927,8.8,HIGH,5
CVE-2025-21293,2025-01-14 18:15:51.110,8.8,HIGH,5
CVE-2025-21294,2025-01-14 18:15:51.320,8.1,HIGH,5
CVE-2025-21295,2025-01-14 18:15:51.520,8.1,HIGH,5
CVE-2025-21296,2025-01-14 18:15:51.710,7.5,HIGH,5
CVE-2025-21297,2025-01-14 18:15:51.890,8.1,HIGH,5
CVE-2025-21298,2025-01-14 18:15:52.080,9.8,CRITICAL,5
CVE-2025-21299,2025-01-14 18:15:52.270,7.1,HIGH,5
CVE-2025-21300,2025-01-14 18:15:52.463,7.5,HIGH,5
CVE-2025-21301,2025-01-14 18:15:52.660,6.5,MEDIUM,5
CVE-2025-21302,2025-01-14 18:15:52.840,8.8,HIGH,5
CVE-2025-21303,2025-01-14 18:15:53.047,8.8,HIGH,5
CVE-2025-21304,2025-01-14 18:15:53.237,7.8,HIGH,5
CVE-2025-21305,2025-01-14 18:15:53.450,8.8,HIGH,5
CVE-2025-21306,2025-01-14 18:15:53.630,8.8,HIGH,5
CVE-2025-21307,2025-01-14 18:15:53.837,9.8,CRITICAL,5
CVE-2025-21308,2025-01-14 18:15:54.030,6.5,MEDIUM,5
CVE-2025-21309,2025-01-14 18:15:54.210,8.1,HIGH,5
CVE-2025-21310,2025-01-14 18:15:54.380,6.6,MEDIUM,5
CVE-2025-21311,2025-01-14 18:15:54.567,9.8,CRITICAL,5
CVE-2025-21312,2025-01-14 18:15:54.770,2.4,LOW,5
CVE-2025-21313,2025-01-14 18:15:55.007,6.5,MEDIUM,5
CVE-2025-21314,2025-01-14 18:15:55.163,6.5,MEDIUM,5
CVE-2025-21315,2025-01-14 18:15:55.343,7.8,HIGH,5
CVE-2025-21316,2025-01-14 18:15:55.510,5.5,MEDIUM,5
CVE-2025-21317,2025-01-14 18:15:55.697,5.5,MEDIUM,5
CVE-2025-21318,2025-01-14 18:15:55.880,5.5,MEDIUM,5
CVE-2025-21319,2025-01-14 18:15:56.090,5.5,MEDIUM,5
CVE-2025-21320,2025-01-14 18:15:56.297,5.5,MEDIUM,5
CVE-2025-21321,2025-01-14 18:15:56.533,5.5,MEDIUM,5
CVE-2025-21323,2025-01-14 18:15:56.760,5.5,MEDIUM,5
CVE-2025-21324,2025-01-14 18:15:56.970,6.6,MEDIUM,5
CVE-2025-21326,2025-01-14 18:15:57.170,7.8,HIGH,5
CVE-2025-21327,2025-01-14 18:15:57.340,6.6,MEDIUM,5
CVE-2025-21328,2025-01-14 18:15:57.530,4.3,MEDIUM,5
CVE-2025-21329,2025-01-14 18:15:57.733,4.3,MEDIUM,5
CVE-2025-21330,2025-01-14 18:15:57.940,7.5,HIGH,5
CVE-2025-21331,2025-01-14 18:15:58.120,7.3,HIGH,5
CVE-2025-21332,2025-01-14 18:15:58.307,4.3,MEDIUM,5
CVE-2025-21333,2025-01-14 18:15:58.530,7.8,HIGH,5
CVE-2025-21334,2025-01-14 18:15:58.770,7.8,HIGH,5
CVE-2025-21335,2025-01-14 18:15:58.960,7.8,HIGH,5
CVE-2025-21336,2025-01-14 18:15:59.143,5.6,MEDIUM,5
CVE-2025-21338,2025-01-14 18:15:59.300,7.8,HIGH,5
CVE-2025-21339,2025-01-14 18:15:59.480,8.8,HIGH,5
CVE-2025-21340,2025-01-14 18:15:59.673,5.5,MEDIUM,5
CVE-2025-21341,2025-01-14 18:15:59.853,6.6,MEDIUM,5
CVE-2025-21343,2025-01-14 18:16:00.053,7.5,HIGH,5
CVE-2025-21344,2025-01-14 18:16:00.227,7.8,HIGH,2
CVE-2025-21345,2025-01-14 18:16:00.437,7.8,HIGH,2
CVE-2025-21346,2025-01-14 18:16:00.607,7.1,HIGH,2
CVE-2025-21348,2025-01-14 18:16:00.780,7.2,HIGH,2
CVE-2025-21354,2025-01-14 18:16:00.947,8.4,HIGH,2
CVE-2025-21356,2025-01-14 18:16:01.130,7.8,HIGH,2
CVE-2025-21357,2025-01-14 18:16:01.293,6.7,MEDIUM,2
CVE-2025-21360,2025-01-14 18:16:01.470,7.8,HIGH,2
CVE-2025-21361,2025-01-14 18:16:01.637,7.8,HIGH,2
CVE-2025-21362,2025-01-14 18:16:01.820,8.4,HIGH,2
CVE-2025-21363,2025-01-14 18:16:01.993,7.8,HIGH,2
CVE-2025-21364,2025-01-14 18:16:02.150,7.8,HIGH,2
CVE-2025-21365,2025-01-14 18:16:02.310,7.8,HIGH,2
CVE-2025-21366,2025-01-14 18:16:02.463,7.8,HIGH,2
CVE-2025-21370,2025-01-14 18:16:02.650,7.8,HIGH,5
CVE-2025-21372,2025-01-14 18:16:02.813,7.8,HIGH,5
CVE-2025-21374,2025-01-14 18:16:03.003,5.5,MEDIUM,5
CVE-2025-21378,2025-01-14 18:16:03.183,7.8,HIGH,5
CVE-2025-21382,2025-01-14 18:16:03.413,7.8,HIGH,5
CVE-2025-21389,2025-01-14 18:16:03.660,7.5,HIGH,5
CVE-2025-21393,2025-01-14 18:16:03.863,6.3,MEDIUM,2
CVE-2025-21395,2025-01-14 18:16:04.033,7.8,HIGH,2
CVE-2025-21402,2025-01-14 18:16:04.190,7.8,HIGH,2
CVE-2025-21403,2025-01-14 18:16:04.350,6.4,MEDIUM,2
CVE-2025-21405,2025-01-14 18:16:04.507,7.3,HIGH,2
CVE-2025-21409,2025-01-14 18:16:04.673,8.8,HIGH,5
CVE-2025-21411,2025-01-14 18:16:04.860,8.8,HIGH,5
CVE-2025-21413,2025-01-14 18:16:05.103,8.8,HIGH,5
CVE-2025-21417,2025-01-14 18:16:05.307,8.8,HIGH,5
CVE-2025-21607,2025-01-14 18:16:05.490,7.5,HIGH,2
CVE-2025-23025,2025-01-14 18:16:05.650,9.0,CRITICAL,2
CVE-2025-23051,2025-01-14 18:16:05.813,7.2,HIGH,2
CVE-2025-23052,2025-01-14 18:16:05.960,7.2,HIGH,2
CVE-2025-23366,2025-01-14 18:16:06.290,6.5,MEDIUM,2
CVE-2025-0474,2025-01-14 19:15:32.930,7.7,HIGH,2
CVE-2025-21122,2025-01-14 19:15:33.070,7.8,HIGH,5
CVE-2025-21127,2025-01-14 19:15:33.230,7.8,HIGH,5
CVE-2025-21128,2025-01-14 19:15:33.387,7.8,HIGH,5
CVE-2025-21129,2025-01-14 19:15:33.550,7.8,HIGH,5
CVE-2025-21130,2025-01-14 19:15:33.723,7.8,HIGH,5
CVE-2025-21131,2025-01-14 19:15:33.897,7.8,HIGH,5
CVE-2025-21132,2025-01-14 19:15:34.047,7.8,HIGH,5
CVE-2025-21133,2025-01-14 19:15:34.187,7.8,HIGH,2
CVE-2025-21134,2025-01-14 19:15:34.337,7.8,HIGH,2
CVE-2025-23041,2025-01-14 19:15:44.713,5.8,MEDIUM,2
CVE-2025-23042,2025-01-14 19:15:44.863,7.5,HIGH,2
CVE-2025-23072,2025-01-14 19:15:45.007,5.4,MEDIUM,2
CVE-2025-23073,2025-01-14 19:15:45.120,3.5,LOW,2
CVE-2025-23074,2025-01-14 19:15:45.223,2.4,LOW,2
CVE-2025-21135,2025-01-14 20:15:30.853,7.8,HIGH,5
CVE-2025-21136,2025-01-14 20:15:31.007,7.8,HIGH,2
CVE-2025-21137,2025-01-14 20:15:31.157,7.8,HIGH,2
CVE-2025-21138,2025-01-14 20:15:31.300,7.8,HIGH,2
CVE-2025-21139,2025-01-14 20:15:31.457,7.8,HIGH,2
CVE-2025-23018,2025-01-14 20:15:32.440,5.4,MEDIUM,2
CVE-2025-23019,2025-01-14 20:15:32.577,5.4,MEDIUM,2
CVE-2025-22996,2025-01-15 00:15:45.053,4.8,MEDIUM,2
CVE-2025-22997,2025-01-15 00:15:45.167,4.8,MEDIUM,2
CVE-2025-0343,2025-01-15 01:15:13.673,7.5,HIGH,2
CVE-2025-21101,2025-01-15 05:15:09.097,6.6,MEDIUM,2
CVE-2025-22394,2025-01-15 05:15:10.343,6.7,MEDIUM,2
CVE-2025-23061,2025-01-15 05:15:10.517,9.0,CRITICAL,2
CVE-2025-0354,2025-01-15 08:15:26.330,4.8,MEDIUM,2
CVE-2025-0355,2025-01-15 08:15:26.493,7.5,HIGH,2
CVE-2025-0356,2025-01-15 08:15:26.650,7.2,HIGH,2
CVE-2025-0434,2025-01-15 11:15:09.470,8.8,HIGH,2
CVE-2025-0435,2025-01-15 11:15:09.580,6.5,MEDIUM,1
CVE-2025-0436,2025-01-15 11:15:09.673,8.8,HIGH,2
CVE-2025-0437,2025-01-15 11:15:09.800,8.8,HIGH,2
CVE-2025-0438,2025-01-15 11:15:09.930,8.8,HIGH,2
CVE-2025-0439,2025-01-15 11:15:10.060,6.5,MEDIUM,2
CVE-2025-0440,2025-01-15 11:15:10.187,6.5,MEDIUM,5
CVE-2025-0441,2025-01-15 11:15:10.287,6.5,MEDIUM,2
CVE-2025-0442,2025-01-15 11:15:10.383,6.5,MEDIUM,2
CVE-2025-0443,2025-01-15 11:15:10.483,8.8,HIGH,2
CVE-2025-0446,2025-01-15 11:15:10.580,4.3,MEDIUM,2
CVE-2025-0447,2025-01-15 11:15:10.673,8.8,HIGH,2
CVE-2025-0448,2025-01-15 11:15:10.763,4.3,MEDIUM,2
CVE-2025-21629,2025-01-15 13:15:15.220,5.5,MEDIUM,4
CVE-2025-21088,2025-01-15 16:15:32.413,6.5,MEDIUM,2
CVE-2025-22317,2025-01-15 16:15:34.590,7.1,HIGH,2
CVE-2025-22329,2025-01-15 16:15:34.763,6.5,MEDIUM,2
CVE-2025-22346,2025-01-15 16:15:34.923,6.4,MEDIUM,2
CVE-2025-22587,2025-01-15 16:15:35.097,6.5,MEDIUM,2
CVE-2025-22724,2025-01-15 16:15:35.250,6.5,MEDIUM,2
CVE-2025-22729,2025-01-15 16:15:35.400,4.3,MEDIUM,2
CVE-2025-22731,2025-01-15 16:15:35.550,4.3,MEDIUM,2
CVE-2025-22734,2025-01-15 16:15:35.703,5.9,MEDIUM,2
CVE-2025-22736,2025-01-15 16:15:35.877,8.8,HIGH,2
CVE-2025-22737,2025-01-15 16:15:36.030,5.3,MEDIUM,2
CVE-2025-22738,2025-01-15 16:15:36.187,5.9,MEDIUM,2
CVE-2025-22742,2025-01-15 16:15:36.350,6.5,MEDIUM,2
CVE-2025-22743,2025-01-15 16:15:36.503,6.5,MEDIUM,2
CVE-2025-22744,2025-01-15 16:15:36.657,6.5,MEDIUM,2
CVE-2025-22745,2025-01-15 16:15:36.810,6.5,MEDIUM,2
CVE-2025-22746,2025-01-15 16:15:36.980,6.5,MEDIUM,2
CVE-2025-22747,2025-01-15 16:15:37.150,6.5,MEDIUM,2
CVE-2025-22748,2025-01-15 16:15:37.300,6.5,MEDIUM,2
CVE-2025-22749,2025-01-15 16:15:37.450,6.5,MEDIUM,2
CVE-2025-22750,2025-01-15 16:15:37.610,7.1,HIGH,2
CVE-2025-22751,2025-01-15 16:15:37.770,7.1,HIGH,2
CVE-2025-22752,2025-01-15 16:15:37.933,7.1,HIGH,2
CVE-2025-22753,2025-01-15 16:15:38.090,7.1,HIGH,2
CVE-2025-22754,2025-01-15 16:15:38.260,7.1,HIGH,2
CVE-2025-22755,2025-01-15 16:15:38.417,7.1,HIGH,2
CVE-2025-22758,2025-01-15 16:15:38.577,6.5,MEDIUM,2
CVE-2025-22759,2025-01-15 16:15:38.733,6.5,MEDIUM,2
CVE-2025-22760,2025-01-15 16:15:38.890,7.1,HIGH,2
CVE-2025-22761,2025-01-15 16:15:39.053,6.5,MEDIUM,2
CVE-2025-22762,2025-01-15 16:15:39.227,5.9,MEDIUM,2
CVE-2025-22764,2025-01-15 16:15:39.373,7.1,HIGH,2
CVE-2025-22765,2025-01-15 16:15:39.543,7.1,HIGH,2
CVE-2025-22766,2025-01-15 16:15:39.700,7.1,HIGH,2
CVE-2025-22769,2025-01-15 16:15:39.860,6.5,MEDIUM,2
CVE-2025-22773,2025-01-15 16:15:40.027,5.3,MEDIUM,2
CVE-2025-22776,2025-01-15 16:15:40.193,7.1,HIGH,2
CVE-2025-22778,2025-01-15 16:15:40.350,7.1,HIGH,2
CVE-2025-22779,2025-01-15 16:15:40.510,4.3,MEDIUM,2
CVE-2025-22780,2025-01-15 16:15:40.660,6.5,MEDIUM,2
CVE-2025-22781,2025-01-15 16:15:40.813,6.5,MEDIUM,2
CVE-2025-22782,2025-01-15 16:15:40.973,9.9,CRITICAL,2
CVE-2025-22784,2025-01-15 16:15:41.127,8.6,HIGH,2
CVE-2025-22785,2025-01-15 16:15:41.290,9.3,CRITICAL,2
CVE-2025-22786,2025-01-15 16:15:41.440,7.5,HIGH,2
CVE-2025-22787,2025-01-15 16:15:41.603,4.3,MEDIUM,2
CVE-2025-22788,2025-01-15 16:15:41.750,5.9,MEDIUM,2
CVE-2025-22793,2025-01-15 16:15:41.897,7.1,HIGH,2
CVE-2025-22795,2025-01-15 16:15:42.053,7.1,HIGH,2
CVE-2025-22797,2025-01-15 16:15:42.200,6.5,MEDIUM,2
CVE-2025-22798,2025-01-15 16:15:42.343,6.5,MEDIUM,2
CVE-2025-22799,2025-01-15 16:15:42.490,8.5,HIGH,2
CVE-2025-22968,2025-01-15 16:15:42.657,9.8,CRITICAL,2
CVE-2025-20036,2025-01-15 17:15:18.950,6.5,MEDIUM,2
CVE-2025-20086,2025-01-15 17:15:19.107,6.5,MEDIUM,2
CVE-2025-20088,2025-01-15 17:15:19.243,6.5,MEDIUM,2
CVE-2025-21083,2025-01-15 17:15:19.393,6.5,MEDIUM,2
CVE-2025-0480,2025-01-15 18:15:24.457,4.3,MEDIUM,2
CVE-2025-0502,2025-01-15 18:15:24.650,9.1,CRITICAL,5
CVE-2025-23040,2025-01-15 18:15:24.797,6.6,MEDIUM,2
CVE-2025-0481,2025-01-15 19:15:26.807,5.3,MEDIUM,2
CVE-2025-0500,2025-01-15 19:15:27.003,7.5,HIGH,2
CVE-2025-0501,2025-01-15 19:15:27.190,7.5,HIGH,2
CVE-2025-0482,2025-01-15 20:15:28.863,7.3,HIGH,2
CVE-2025-0483,2025-01-15 20:15:29.040,3.5,LOW,2
CVE-2025-0484,2025-01-15 20:15:29.227,7.3,HIGH,2
CVE-2025-0485,2025-01-15 20:15:29.400,3.5,LOW,2
CVE-2025-22146,2025-01-15 20:15:30.557,9.1,CRITICAL,2
CVE-2025-0486,2025-01-15 21:15:14.960,7.3,HIGH,2
CVE-2025-0487,2025-01-15 21:15:15.160,6.3,MEDIUM,2
CVE-2025-0488,2025-01-15 21:15:15.380,6.3,MEDIUM,2
CVE-2025-0489,2025-01-15 22:15:26.660,6.3,MEDIUM,2
CVE-2025-0490,2025-01-15 22:15:26.820,6.3,MEDIUM,2
CVE-2025-0491,2025-01-15 22:15:26.990,6.3,MEDIUM,2
CVE-2025-0492,2025-01-15 22:15:27.157,7.5,HIGH,2
CVE-2025-0215,2025-01-15 23:15:10.453,6.1,MEDIUM,2
CVE-2025-22964,2025-01-15 23:15:10.650,8.1,HIGH,2
CVE-2025-22976,2025-01-15 23:15:10.783,7.1,HIGH,2
CVE-2025-0476,2025-01-16 00:15:25.217,4.3,MEDIUM,2
CVE-2025-0170,2025-01-16 02:15:27.043,6.1,MEDIUM,2
CVE-2025-0455,2025-01-16 02:15:27.203,9.8,CRITICAL,2
CVE-2025-0456,2025-01-16 02:15:27.387,9.8,CRITICAL,2
CVE-2025-0457,2025-01-16 02:15:27.553,8.8,HIGH,2
CVE-2025-22904,2025-01-16 03:15:06.313,9.8,CRITICAL,2
CVE-2025-22905,2025-01-16 03:15:06.430,9.8,CRITICAL,2
CVE-2025-22906,2025-01-16 03:15:06.530,9.8,CRITICAL,2
CVE-2025-22907,2025-01-16 03:15:06.630,9.8,CRITICAL,2
CVE-2025-22912,2025-01-16 03:15:06.723,9.8,CRITICAL,2
CVE-2025-22913,2025-01-16 03:15:06.850,9.8,CRITICAL,2
CVE-2025-22916,2025-01-16 03:15:06.970,9.8,CRITICAL,2
CVE-2025-0471,2025-01-16 13:15:06.973,9.9,CRITICAL,2
CVE-2025-0472,2025-01-16 13:15:07.353,7.5,HIGH,2
CVE-2025-0473,2025-01-16 13:15:07.540,6.5,MEDIUM,2
CVE-2025-0518,2025-01-16 17:15:12.577,5.3,MEDIUM,2
CVE-2025-20072,2025-01-16 18:15:28.517,6.5,MEDIUM,2
CVE-2025-20621,2025-01-16 19:15:29.960,6.5,MEDIUM,2
CVE-2025-20630,2025-01-16 19:15:30.110,6.5,MEDIUM,2
CVE-2025-23423,2025-01-16 20:15:33.573,4.3,MEDIUM,2
CVE-2025-23424,2025-01-16 20:15:33.723,7.1,HIGH,2
CVE-2025-23426,2025-01-16 20:15:33.877,7.1,HIGH,2
CVE-2025-23429,2025-01-16 20:15:34.057,7.1,HIGH,2
CVE-2025-23430,2025-01-16 20:15:34.287,7.1,HIGH,2
CVE-2025-23432,2025-01-16 20:15:34.467,7.1,HIGH,2
CVE-2025-23434,2025-01-16 20:15:34.607,6.5,MEDIUM,2
CVE-2025-23435,2025-01-16 20:15:34.770,7.1,HIGH,2
CVE-2025-23436,2025-01-16 20:15:34.920,7.1,HIGH,2
CVE-2025-23438,2025-01-16 20:15:35.067,7.1,HIGH,2
CVE-2025-23442,2025-01-16 20:15:35.210,7.1,HIGH,2
CVE-2025-23444,2025-01-16 20:15:35.360,6.5,MEDIUM,2
CVE-2025-23445,2025-01-16 20:15:35.513,7.1,HIGH,2
CVE-2025-23452,2025-01-16 20:15:35.730,7.1,HIGH,2
CVE-2025-23453,2025-01-16 20:15:35.883,7.1,HIGH,2
CVE-2025-23455,2025-01-16 20:15:36.033,7.1,HIGH,2
CVE-2025-23456,2025-01-16 20:15:36.247,7.1,HIGH,2
CVE-2025-23463,2025-01-16 20:15:36.397,7.1,HIGH,2
CVE-2025-23467,2025-01-16 20:15:36.547,7.1,HIGH,2
CVE-2025-23470,2025-01-16 20:15:36.700,7.1,HIGH,2
CVE-2025-23471,2025-01-16 20:15:36.840,7.1,HIGH,2
CVE-2025-23476,2025-01-16 20:15:36.990,7.1,HIGH,2
CVE-2025-23483,2025-01-16 20:15:37.133,7.1,HIGH,2
CVE-2025-23497,2025-01-16 20:15:37.293,7.1,HIGH,2
CVE-2025-23499,2025-01-16 20:15:37.440,7.1,HIGH,2
CVE-2025-23501,2025-01-16 20:15:37.593,7.1,HIGH,2
CVE-2025-23508,2025-01-16 20:15:37.737,7.1,HIGH,2
CVE-2025-23510,2025-01-16 20:15:37.890,7.1,HIGH,2
CVE-2025-23511,2025-01-16 20:15:38.040,7.1,HIGH,2
CVE-2025-23513,2025-01-16 20:15:38.193,7.1,HIGH,2
CVE-2025-23514,2025-01-16 20:15:38.337,5.3,MEDIUM,2
CVE-2025-23528,2025-01-16 20:15:38.480,8.8,HIGH,2
CVE-2025-23530,2025-01-16 20:15:38.630,8.8,HIGH,2
CVE-2025-23532,2025-01-16 20:15:38.783,8.8,HIGH,2
CVE-2025-23533,2025-01-16 20:15:38.930,7.1,HIGH,2
CVE-2025-23537,2025-01-16 20:15:39.070,7.1,HIGH,2
CVE-2025-23547,2025-01-16 20:15:39.220,7.1,HIGH,2
